name,location,city,state,ownership,rating,nirf_rank,courses_count,exams_accepted,tuition_fees,image_url,description
"Mahajubilee Training College, Thrissur","Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Mahajubilee Training College, Thrissur is a Private College, located in Thrissur, Kerala. Mahajubilee Training College, Thrissur offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Mahatma College of Education, Kasaragod","Kasaragod, Kerala",Kasaragod,Kerala,Private,N/A,N/A,1 Courses,None,₹29 K,,"Mahatma College of Education, Kasaragod is a Private College, located in Kasaragod, Kerala. Mahatma College of Education, Kasaragod offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
Mar Severios College of Teacher Education,"Pathanamthitta, Kerala",Pathanamthitta,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Mar Severios College of Teacher Education is a Private College, located in Pathanamthitta, Kerala. Mar Severios College of Teacher Education offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Mar Thoma Teachers Training College, Pathanamthitta","Pathanamthitta, Kerala",Pathanamthitta,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Mar Thoma Teachers Training College, Pathanamthitta is a Private College, located in Pathanamthitta, Kerala. Mar Thoma Teachers Training College, Pathanamthitta offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"Mount Tabor Training College, Kollam","Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Mount Tabor Training College, Kollam is a Private College, located in Kollam, Kerala. Mount Tabor Training College, Kollam offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
Rose Dale Teacher Training Institute,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Rose Dale Teacher Training Institute is a Private College, located in Thiruvananthapuram, Kerala. Rose Dale Teacher Training Institute offers 1 courses at the Certificate Levels such as Certificate in multiple disciplines."
"SNDP Yogam Training College, Idukki","Idukki, Kerala",Idukki,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"SNDP Yogam Training College, Idukki is a Private College, located in Idukki, Kerala. SNDP Yogam Training College, Idukki offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"S.N.M Training College, Ernakulam","Ernakulam, Kerala",Ernakulam,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"S.N.M Training College, Ernakulam is a Private College, located in Ernakulam, Kerala. S.N.M Training College, Ernakulam offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Sneha Sadan College of Special Education, Ernakulam","Ernakulam, Kerala",Ernakulam,Kerala,Private,3.6,N/A,1 Courses,None,-/-,,"Sneha Sadan College of Special Education, Ernakulam is a Private College, located in Ernakulam, Kerala. Sneha Sadan College of Special Education, Ernakulam offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"Sree Narayana College of Teacher Education, Kozhikode","Kozhikode, Kerala",Kozhikode,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Sree Narayana College of Teacher Education, Kozhikode is a Private College, located in Kozhikode, Kerala. Sree Narayana College of Teacher Education, Kozhikode offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Sree Narayana Guru Memorial Teacher Education College, Alappuzha","Alappuzha, Kerala",Alappuzha,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Sree Narayana Guru Memorial Teacher Education College, Alappuzha is a Private College, located in Alappuzha, Kerala. Sree Narayana Guru Memorial Teacher Education College, Alappuzha offers 2 courses at the Masters, Bachelors Levels such as M.Ed, B.Ed in multiple disciplines."
"Sree Narayana Guru Memorial Teacher Training Institute, Alappuzha","Alappuzha, Kerala",Alappuzha,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Sree Narayana Guru Memorial Teacher Training Institute, Alappuzha is a Private College, located in Alappuzha, Kerala. Sree Narayana Guru Memorial Teacher Training Institute, Alappuzha offers 1 courses at the Diploma Levels such as Diploma in multiple disciplines."
Sree Swamy Vivekananda Centre Of Teacher Education,"Ottapalam, Kerala",Ottapalam,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Sree Swamy Vivekananda Centre Of Teacher Education is a Private College, located in Ottapalam, Kerala. Sree Swamy Vivekananda Centre Of Teacher Education offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"Sree Vivekananda Teacher Education Centre, Thrissur","Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"Sree Vivekananda Teacher Education Centre, Thrissur is a Private College, located in Thrissur, Kerala. Sree Vivekananda Teacher Education Centre, Thrissur offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
"St Francis Assisi Teacher Training Institute, Alappuzha","Alappuzha, Kerala",Alappuzha,Kerala,Private,N/A,N/A,1 Courses,None,-/-,,"St Francis Assisi Teacher Training Institute, Alappuzha is a Private College, located in Alappuzha, Kerala. St Francis Assisi Teacher Training Institute, Alappuzha offers 1 courses at the Certificate Levels such as Certificate in multiple disciplines."
"St Thomas Teachers Training College, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,3.5,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/st-thomas-teachers-training-college-thiruvananthapuram.jpg,"St Thomas Teachers Training College, Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. St Thomas Teachers Training College, Thiruvananthapuram offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
Valummel Teacher Training Institute,"Wayanad, Kerala",Wayanad,Kerala,Private,N/A,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/valummel-teacher-training-institute-wayanad.jpg,"Valummel Teacher Training Institute is a Private College, located in Wayanad, Kerala. Valummel Teacher Training Institute offers 1 courses at the Certificate Levels such as Certificate in multiple disciplines."
College of Applied Science,"Idukki, Kerala",Idukki,Kerala,Public,3.1,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/college-of-applied-science-cas-idukki.jpg,"College of Applied Science is a Public College, located in Idukki, Kerala. College of Applied Science offers 2 courses at the Bachelors, Postgraduate Diploma Levels such as BSc, PGD in multiple disciplines."
KVVS Institute of Technology,"Pathanamthitta, Kerala",Pathanamthitta,Kerala,Private,N/A,N/A,1 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/kvvs-institute-of-technology-pathanamthitta.jpg,"KVVS Institute of Technology is a Private College, located in Pathanamthitta, Kerala. KVVS Institute of Technology offers 1 courses at the Masters Levels such as MCA in multiple disciplines."
"Darul Huda Islamic University, Malappuram","Malappuram, Kerala",Malappuram,Kerala,Public,N/A,N/A,2 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/darul-huda-islamic-university-malappuram.jpg,"Darul Huda Islamic University, Malappuram is a Public College, located in Malappuram, Kerala. Darul Huda Islamic University, Malappuram offers 2 courses at the Masters, Doctorate Levels such as M.Phil, PhD in multiple disciplines."
Kerala Kalamandalam,"Thrissur, Kerala",Thrissur,Kerala,Public,N/A,N/A,3 Courses,None,-/-,https://media.getmyuni.com/azure/college-image/small/kerala-kalamandalam-thrissur.jpg,"Kerala Kalamandalam is a Public University, located in Thrissur, Kerala. Kerala Kalamandalam offers 3 courses at the Masters, Doctorate Levels such as MA, M.Phil, PhD in multiple disciplines."
Amala Institute of Medical Sciences,"Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,8 Courses,KEAM,-/-,,"Amala Institute of Medical Sciences is a Private College, located in Thrissur, Kerala. Amala Institute of Medical Sciences offers 8 courses at the Bachelors, Doctorate, Masters Levels such as MBBS, BSc, MD, Master of Chirurgiae [M.Ch], MSc, M.S, PhD, DM in multiple disciplines."
Bishop Jerome Institute,"Kollam, Kerala",Kollam,Kerala,Private,N/A,N/A,3 Courses,"CMAT, KEAM, NATA",-/-,,"Bishop Jerome Institute is a Private College, located in Kollam, Kerala. Bishop Jerome Institute offers 3 courses at the Bachelors, Masters Levels such as B.Arch, BTech, MBA in multiple disciplines."
"St Johns College, Pathanamthitta","Pathanamthitta, Kerala",Pathanamthitta,Kerala,Private,4.4,N/A,1 Courses,None,₹90 K,,"St Johns College, Pathanamthitta is a Private College, located in Pathanamthitta, Kerala. St Johns College, Pathanamthitta offers 1 courses at the Masters Levels such as MBA in multiple disciplines."
"Mar Thoma College for Women, Ernakulam","Ernakulam, Kerala",Ernakulam,Kerala,Private,N/A,N/A,2 Courses,None,-/-,,"Mar Thoma College for Women, Ernakulam is a Private College, located in Ernakulam, Kerala. Mar Thoma College for Women, Ernakulam offers 2 courses at the Bachelors Levels such as BA, BSc in multiple disciplines."
"Institute of Human Resources Development, [IHRD] Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Public,N/A,N/A,3 Courses,None,-/-,,"Institute of Human Resources Development, [IHRD] Thiruvananthapuram is a Public College, located in Thiruvananthapuram, Kerala. Institute of Human Resources Development, [IHRD] Thiruvananthapuram offers 3 courses at the Bachelors, Postgraduate Diploma Levels such as BCom, BSc, PGD in multiple disciplines."
Sndp Yogam Arts and Science College,"Wayanad, Kerala",Wayanad,Kerala,Private,N/A,N/A,5 Courses,None,₹26 K-87 K,,"Sndp Yogam Arts and Science College is a Private College, located in Wayanad, Kerala. Sndp Yogam Arts and Science College offers 5 courses at the Bachelors, Masters Levels such as BA, BCom, BSc, MA, M.Com in multiple disciplines."
"Institute of Paramedical Sciences, Kannur Medical College, Krishnarayapuram","Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,2 Courses,None,₹78 K-95 K,,"Institute of Paramedical Sciences, Kannur Medical College, Krishnarayapuram is a Private College, located in Kannur, Kerala. Institute of Paramedical Sciences, Kannur Medical College, Krishnarayapuram offers 2 courses at the Bachelors Levels such as BPT, BSc in multiple disciplines."
Assabah Arts and Science College,"Malappuram, Kerala",Malappuram,Kerala,Private,1.1,N/A,8 Courses,None,-/-,,"Assabah Arts and Science College is a Private College, located in Malappuram, Kerala. Assabah Arts and Science College offers 8 courses at the Bachelors, Masters Levels such as BBA, BCA, BA, BCom, BSc, MA, M.Com, MSc in multiple disciplines."
"Academy of Medical Science Pariyaram, Kannur","Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,5 Courses,None,₹64 K-4.70 L,,"Academy of Medical Science Pariyaram, Kannur is a Private College, located in Kannur, Kerala. Academy of Medical Science Pariyaram, Kannur offers 5 courses at the Doctorate, Masters, Postgraduate Diploma Levels such as MD, M.Pharm, M.S, PGD, DM in multiple disciplines."
Nirmala College of Arts and Science,"Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,6 Courses,None,-/-,,"Nirmala College of Arts and Science is a Private College, located in Thrissur, Kerala. Nirmala College of Arts and Science offers 6 courses at the Bachelors Levels such as BBA, BCA, BA, BCom, BSc, BM in multiple disciplines."
Assisi College of Nursing,"Kottayam, Kerala",Kottayam,Kerala,Private,N/A,N/A,1 Courses,None,₹1.48 L,,"Assisi College of Nursing is a Private College, located in Kottayam, Kerala. Assisi College of Nursing offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
Hm College of Science and Technology,"Malappuram, Kerala",Malappuram,Kerala,Private,3.3,N/A,4 Courses,None,₹21 K-38 K,,"Hm College of Science and Technology is a Private College, located in Malappuram, Kerala. Hm College of Science and Technology offers 4 courses at the Bachelors, Masters Levels such as BCom, BSc, M.Com, MSc in multiple disciplines."
"Government College, Chittur","Chittur, Kerala",Chittur,Kerala,Public,4.6,N/A,3 Courses,None,₹1 K-1 K,,"Government College, Chittur is a Public College, located in Chittur, Kerala. Government College, Chittur offers 3 courses at the Bachelors Levels such as BA, BCom, BSc in multiple disciplines."
"Don Bosco College, Mampetta","Kozhikode, Kerala",Kozhikode,Kerala,Private,N/A,N/A,2 Courses,None,₹18 K-34 K,,"Don Bosco College, Mampetta is a Private College, located in Kozhikode, Kerala. Don Bosco College, Mampetta offers 2 courses at the Bachelors Levels such as BBA, BCA in multiple disciplines."
"Government College, Attingal","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Public,N/A,N/A,6 Courses,None,₹2 K-5 K,,"Government College, Attingal is a Public College, located in Thiruvananthapuram, Kerala. Government College, Attingal offers 6 courses at the Bachelors, Masters, Doctorate Levels such as BA, BCom, BSc, MA, MSc, PhD in multiple disciplines."
Ahalia School of Optometry,"Palakkad, Kerala",Palakkad,Kerala,Private,N/A,N/A,1 Courses,None,₹1.89 L,,"Ahalia School of Optometry is a Private College, located in Palakkad, Kerala. Ahalia School of Optometry offers 1 courses at the Bachelors Levels such as BSc in multiple disciplines."
"Government College, Nedumangad","Nedumangad, Kerala",Nedumangad,Kerala,Public,1.5,N/A,4 Courses,None,₹2 K-30 K,,"Government College, Nedumangad is a Public College, located in Nedumangad, Kerala. Government College, Nedumangad offers 4 courses at the Bachelors, Masters Levels such as BA, BCom, BSc, M.Com in multiple disciplines."
Jaybees Training College,"Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,1 Courses,None,₹29 K,,"Jaybees Training College is a Private College, located in Kannur, Kerala. Jaybees Training College offers 1 courses at the Bachelors Levels such as B.Ed in multiple disciplines."
Academy of Pharmaceutical Sciences,"Kannur, Kerala",Kannur,Kerala,Private,N/A,N/A,1 Courses,None,₹20 K,,"Academy of Pharmaceutical Sciences is a Private College, located in Kannur, Kerala. Academy of Pharmaceutical Sciences offers 1 courses at the Bachelors Levels such as B.Pharmacy in multiple disciplines."
"Amala college of Nursing, Thrissur","Thrissur, Kerala",Thrissur,Kerala,Private,N/A,N/A,2 Courses,None,₹91 K-1.51 L,,"Amala college of Nursing, Thrissur is a Private College, located in Thrissur, Kerala. Amala college of Nursing, Thrissur offers 2 courses at the Bachelors, Masters Levels such as BSc, MSc in multiple disciplines."
"Government College of Nursing, Thiruvananthapuram","Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,Private,N/A,N/A,1 Courses,None,₹32 K,,"Government College of Nursing, Thiruvananthapuram is a Private College, located in Thiruvananthapuram, Kerala. Government College of Nursing, Thiruvananthapuram offers 1 courses at the Masters Levels such as MSc in multiple disciplines."
"Don Bosco College, Mannuthy","Thrissur, Kerala",Thrissur,Kerala,Private,4.8,N/A,3 Courses,None,₹38 K-42 K,https://media.getmyuni.com/azure/college-image/small/don-bosco-college-mannuthy-thrissur.jpg,"Don Bosco College, Mannuthy is a Private College, located in Thrissur, Kerala. Don Bosco College, Mannuthy offers 3 courses at the Bachelors, Masters Levels such as BCA, BSc, M.Com in multiple disciplines."
Karuna College of Pharmacy,"Palakkad, Kerala",Palakkad,Kerala,Private,N/A,N/A,1 Courses,None,₹1.09 L,https://media.getmyuni.com/azure/college-image/small/karuna-college-of-pharmacy-palakkad.jpg,"Karuna College of Pharmacy is a Private College, located in Palakkad, Kerala. Karuna College of Pharmacy offers 1 courses at the Bachelors Levels such as B.Pharmacy in multiple disciplines."
